Type,Venue Name,Category,City,Place ID,Current Folder,Available Images,Unmapped Folder,Folder Type,Notes
Generic Mapping,Yummy Chinese Restaurant (Ramada Hotel),restaurants,Karachi,ChIJXfX6EL05sz4RcCKRNo9Yl7w,Restaurant,3,,,Mapped to generic folder
Generic Mapping,DHA Chai Wala,restaurants,Karachi,ChIJp_X--0Q8sz4RAxr7yjtqgfA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al Khattay Aloo Pani Puri Corner,restaurants,Karachi,ChIJPQYU_EI-sz4RUvOLBGutUkg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,SUPER TESTY Pakwan Center,restaurants,Karachi,ChIJ88RaKWBBsz4RTddYYXf1dmY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Barbeque Nation,restaurants,Karachi,ChIJMXdb_Gw-sz4R20xrYvXCSc4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,McDonald's North Nazimabad,restaurants,Karachi,ChIJtZJduZE_sz4RO-i16NLMEm0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,IHOP Karachi,restaurants,Karachi,ChIJq5sSocs9sz4RV7oJtkzBFuE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hot Spot Restaurant,restaurants,Karachi,ChIJ7yH1-lw8sz4R75plXYV2avM,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Bingsu Pakistan,restaurants,Karachi,ChIJodaPU6s9sz4RuGpxJBMD6Jo,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Peking Restaurant,restaurants,Karachi,ChIJ7ZIVLuo-sz4RVAKNXyJNxpI,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Halwa Puri Shop 5 Mughliya Center,restaurants,Karachi,ChIJJTkoFO0_sz4RatY_wwIBK_g,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Behari Kabab House,restaurants,Karachi,ChIJ0e9GdXw_sz4RJIS5Us8M538,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chana Chaat Corner,restaurants,Karachi,ChIJ5bUvy1A_sz4Ri5Dw8XdiKxQ,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Karahi House,restaurants,Karachi,ChIJeSu3RY89sz4RPgFoc828IVE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,B.B.Q. Pakoras,restaurants,Karachi,ChIJk2C82pM9sz4RcbCFk6Z7TNA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Nando's DMC,restaurants,Karachi,ChIJTzq09m09sz4RdWR0tuye4kY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,BBQ Karahi Restaurant,restaurants,Karachi,ChIJSRc_Xyc5sz4RT0cwdlbLQ6I,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Paratha House Gulistan-e-Johar,restaurants,Karachi,ChIJ_cBUICE5sz4RDZ28Nr5iXCg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chai Dhaba,restaurants,Karachi,ChIJ7-fJAJU9sz4RIfl2wrMrmOA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Sadiq Sons Daal Chawal Karachi,restaurants,Karachi,ChIJVSRga_c_sz4R4-eH5hhOMH4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Achaar Bazaar,restaurants,Karachi,ChIJI37psPA-sz4RlxvbrXBMUEE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hot Pot House,restaurants,Karachi,ChIJM1Tc3a89sz4RMdAsz38btn4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,A1 Sheesha Cafe,restaurants,Karachi,ChIJAUN84v89sz4RRaT99CvDRcw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Anda Paratha Wala,restaurants,Karachi,ChIJjdnE-3k_sz4R99M5aAxgjho,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,KFC North Nazimabad,restaurants,Karachi,ChIJyVlEqi9Bsz4RxlA9Vzeshsw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahbaz Steak House,restaurants,Karachi,ChIJXUkKAdg9sz4RAEs1MRYAIMI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chips Fast Food,restaurants,Karachi,ChIJMdlNIIA9sz4R9-UiP-SAFoU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Ghosia Tandoor,restaurants,Karachi,ChIJ2_dOBMI_sz4RFPoryJTpgwQ,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Doodhpatti Tea Spot,restaurants,Karachi,ChIJF5mxpEQ8sz4RRg4QXcTdVHM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Thai House,restaurants,Karachi,ChIJxTPQEwA9sz4Ryy8v90pEojs,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al-Basit Biryani Corner (Al-Basit),restaurants,Karachi,ChIJzap36oNAsz4Rz0gMouMr5jU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Desi Burgers & Kebabs,restaurants,Karachi,ChIJaaruoJE_sz4RPa0WdLmlhO4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Ramadah Restaurant,restaurants,Karachi,ChIJE6dPEb05sz4RV6ITlR0ag8s,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Shamim Skyline Biryani Corner,restaurants,Karachi,ChIJI-6eeuU_sz4R0RtX8U347vc,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Alif Biryani,restaurants,Karachi,ChIJkyN4C_E9sz4RCM9rW4Dixjo,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Jawaid's Restaurant,restaurants,Karachi,ChIJE3pWyiA5sz4R54A_7E8Fh1M,Restaurant,3,,,Mapped to generic folder
Generic Mapping,The Fry House,restaurants,Karachi,ChIJgf7AVCs5sz4RkRWA9Vz8dis,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Main Branch of Sooch Pakistani,restaurants,Karachi,ChIJf77axa0_sz4RohEvCQ4T13U,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Khalid Foods,restaurants,Karachi,ChIJa_ozLmE_sz4RjO95e991G4I,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Halwa Puri MashaAllah,restaurants,Karachi,ChIJJeFu3yA5sz4ReJyHYSotLs8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Texas Burger,restaurants,Karachi,ChIJ2c49OdY9sz4RsBH1HXy0Zm0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahbaz Commercial Area Phase 6 Defence Housing Authority Biryani House,restaurants,Karachi,ChIJZ6KaUPY8sz4RB1r5eR8guPM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Ginsoy (Shahbaz Commercial Area),restaurants,Karachi,ChIJSzDwSHo9sz4Rn5jk3YXgsPs,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chat & Gol Gappi Wala,restaurants,Karachi,ChIJ6wm1JJpBsz4R3ZVFcYAZNz4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Spicy Chicken,restaurants,Karachi,ChIJURj5lrU4sz4RcSQhetbsmso,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Qadri's Biryani Corner,restaurants,Karachi,ChIJo5QTwRU_sz4RMkn3hP_imzQ,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Delhi Colony Restaurant,restaurants,Karachi,ChIJG-NlM8o9sz4RRVVhw8tzQMU,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Azzam Biryani Corner,restaurants,Karachi,ChIJLTpYjR5Bsz4RzZI0aZm68-g,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pathan Tea Shop,restaurants,Karachi,ChIJ_QIYiw08sz4RGMXpXZwhlMY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,7 Star Tea House,restaurants,Karachi,ChIJazmijxc8sz4RY5g6ZR8bAY0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al-Biryanee Restaurant,restaurants,Karachi,ChIJscDcd5w-sz4RWzoMQGrHfAg,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Sajid Pehalwan Restaurant,restaurants,Karachi,ChIJ649x-nk_sz4R1bh3Cxbe1_Y,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Grub by YG,restaurants,Karachi,ChIJ6zbsCQA9sz4R1bZq0OLJYns,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahi Seekh Boti Teyya,restaurants,Karachi,ChIJMW4sRGg4sz4RPWaeQOR_tvo,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chicken Tikka Express,restaurants,Karachi,ChIJH1aYA1s_sz4RqZ-cdaIyH40,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Nowonder Pizza & Pasta,restaurants,Karachi,ChIJ0xhojzE9sz4RdTfWcQIunV8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pathan Hotel Bilawal House,restaurants,Karachi,ChIJ36YUdJY9sz4Rj1HUWHNIvTg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Haagen Dazs,restaurants,Karachi,ChIJ5fAGgq49sz4Rn5KgGBPiXp8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hotel Royal Kaleji Wala,restaurants,Karachi,ChIJq6qqqmEVsz4RxMhhK3xIGLk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Bukhari Restaurant,restaurants,Karachi,ChIJO_NHohI9sz4RdNyyGAvlMbE,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Seafront Restaurant,restaurants,Karachi,ChIJhUtZ8gAWsz4Rfh1mLck_j58,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Bohri Bazaar Pani Puri House,restaurants,Karachi,ChIJH82DipE_sz4RUHUnZgXs3mM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pepe Mo Pizza Joint,restaurants,Karachi,ChIJ0Q914a09sz4RaZwaPNWFOEw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Gulshan Tea House,restaurants,Karachi,ChIJSR58UCc5sz4R_qRFo1p7t0g,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,North Nazimabad Biryani House,restaurants,Karachi,ChIJv9odwINAsz4RCfDuTNqHUv0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Skyview Restaurant,restaurants,Karachi,ChIJnSDK9i48sz4R6HTJaQgI1FE,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Tooso Restaurant,restaurants,Karachi,ChIJda0C2-s-sz4RbYONMgWJUyk,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Afnan Zari Restaurant,restaurants,Karachi,ChIJy-TKc2g4sz4RQIhbt_PDSKY,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Combis Millah Estate Restaurant,restaurants,Karachi,ChIJSwLRMCc5sz4R-A_HLTcm8ag,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Red Apple Restaurant,restaurants,Karachi,ChIJfSyUp5k9sz4RDfnM7jVVzm4,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Royal Rodale Club,restaurants,Karachi,ChIJ8wtKCuI8sz4RwJaWLa6_yPA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Afghani Boti Restaurant,restaurants,Karachi,ChIJk2iDOyg5sz4RbjUGGxjBVsw,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Karachi Broast Boat Basin Branch,restaurants,Karachi,ChIJLSL3fb89sz4RBfU1AemRmSg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Montina Restaurant,restaurants,Karachi,ChIJCcmaEIE_sz4R8HTQyJ0SmjY,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Angheeti Dha,restaurants,Karachi,ChIJt_CztKw9sz4RchcXPh_OdHY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,To Be Honest It's Yummy,restaurants,Karachi,ChIJwasTHDk5sz4RmHpRkhMDwDk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hollywood Burger,restaurants,Karachi,ChIJycwqSpI-sz4RDamG-1Wr6cA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Ansari Fast Food,restaurants,Karachi,ChIJXz8RPJ4-sz4RGwcnLV6bbIo,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahi Darbar Restaurant,restaurants,Karachi,ChIJs7OL2f4Vsz4RoqI5VE2CW7A,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Domino's Pizza Ittehad Branch,restaurants,Karachi,ChIJs-_2mj89sz4Rcw1hJF9qcr0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,New Dilpasand Chaat,restaurants,Karachi,ChIJxUNkM-o-sz4R1luMG8CaYic,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Nazimabad Biryani House,restaurants,Karachi,ChIJqaRDP7o_sz4RfcvNXfLNVT8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hot & Pepper,restaurants,Karachi,ChIJF1fa-lw8sz4REQ2oOV_WcL8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,OPTP (Original Pancake House),restaurants,Karachi,ChIJJ77_N3E-sz4Rw4yPysN6jhQ,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mughal Biryani House,restaurants,Karachi,ChIJwZdxbAA5sz4R7a0m3x2qcbo,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pathan Hotel,restaurants,Karachi,ChIJl_eWnYY_sz4RUBtU2xLPoDg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Noor Biryani Corner,restaurants,Karachi,ChIJZcaRzds_sz4RTEQy3efnYRA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shikari Restaurant,restaurants,Karachi,ChIJX61qTuo-sz4RlrWWH7pGLOk,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Dehli Nihari House,restaurants,Karachi,ChIJWwRrKJA_sz4Rrrvo_e8oMi0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,BBQ Paradise,restaurants,Karachi,ChIJ6WZrhQI_sz4RIklZl-Jap_c,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Zhou Hotpot Restaurant,restaurants,Karachi,ChIJR8jFgow9sz4RMYuFNFJOr-I,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Dihati Shehr main (Faizan Shah),restaurants,Karachi,ChIJ_32rkhw_sz4R_1we39oWnTk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Master Chef Restaurant,restaurants,Karachi,ChIJj9hdfb89sz4RfUbVyjYhXs8,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Shawarma House,restaurants,Karachi,ChIJ14e7NOo-sz4Rkzw0afoIs_g,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Katta Kut Restaurant,restaurants,Karachi,ChIJKdMWGco9sz4Rrro8wZ33isY,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Pardesi Crown Building Restaurant,restaurants,Karachi,ChIJ-7Z_Y_kVsz4RmND363TXQKQ,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Al-Khayam Restaurant,restaurants,Karachi,ChIJi1eT8iI5sz4RUtBkVpnFfwY,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Chaupal North Nazimabad Branch,restaurants,Karachi,ChIJ2eYHtYQ_sz4RAhpMTI9j26g,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Red Apple Restaurant,restaurants,Karachi,ChIJz3TXBIE_sz4Rzc91WtW9e9M,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Kharadar Biryani Center,restaurants,Karachi,ChIJ-09a1_4Vsz4RPw6qaKRrUKY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,House of Bun Kebab,restaurants,Karachi,ChIJQzyXr0Q8sz4RhIkwkLB5V-Q,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,McDonald's Gulistan-e-Johar,restaurants,Karachi,ChIJ16sV_iA5sz4R_-WmMcgga5U,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hot Spot Restaurant,restaurants,Karachi,ChIJSep3KwA_sz4R0ztQP5cGlGo,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Lachine Restaurant,restaurants,Karachi,ChIJOfqaOt45sz4R1ohgt-FS0Bk,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Sultan Bhai Restaurant,restaurants,Karachi,ChIJD2yE_0Q8sz4R8iPSasOS3uc,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Pizza Express,restaurants,Karachi,ChIJSRwRAOJAsz4Rcr8pC1TXSx8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Olive Tree,restaurants,Karachi,ChIJo0gK814jsz4RFB4Yti6LEDg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pizza Hut Akhtar Colony,restaurants,Karachi,ChIJwcQ4HhQ8sz4Rf9YJkhOIJ1g,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pizza Bite Pakistan,restaurants,Karachi,ChIJ-QTGM6Y-sz4R5WitRTQEzf4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,McDonald's Gulberg Town,restaurants,Karachi,ChIJGU9KlWY_sz4RPAwMtxlmsHw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pizza Hut Boat Basin Clifton,restaurants,Karachi,ChIJj4ZBmLc9sz4RRvjDKjx0_Q0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,OPTP (Original Pizza & Pasta),restaurants,Karachi,ChIJ0ZF2oQk9sz4Rsae6xsZTK7w,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al Karim Store,restaurants,Karachi,ChIJy_GQxHE9sz4RP71ScYjwMaw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pizza Hut (Ancholi),restaurants,Karachi,ChIJrXP7c1k_sz4RuJz4G9y2oKg,restaurant-placeholders,1,,,Mapped to generic folder
